Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
David Yankey;378.000;185.292;;471.725;;;;;;;;;;;;;;;;;;;;;;;
Davin Joseph;;;;1.750.000;6.000.000;9.500.000;9.500.000;4.120.000;1.705.000;1.490.000;1.275.000;1.060.000;;;;;;;;;;;;;;;
Davis Tull;;;373.433;;;;;;;;;;;;;;;;;;;;;;;;
Davis Webb;656.605;;;;;;;;;;;;;;;;;;;;;;;;;;
Davon Drew;;;;;;;;37.647;;;;;;;;;;;;;;;;;;;
Davon Godchaux;515.484;;;;;;;;;;;;;;;;;;;;;;;;;;
Davon House;2.800.000;6.000.000;6.500.000;720.145;630.145;540.145;450.145;;;;;;;;;;;;;;;;;;;;
Davone Bess;;;;;2.683.334;3.033.000;1.813.000;1.220.000;388.500;298.500;;;;;;;;;;;;;;;;;
Davonte Lambert;363.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Davonte Wallace;;;;306.333;;;;;;;;;;;;;;;;;;;;;;;
Dawan Landry;;;;1.825.000;1.175.000;4.700.000;2.600.000;1.759.000;1.010.000;488.000;403.000;318.000;;;;;;;;;;;;;;;
Dawuane Smoot;706.040;;;;;;;;;;;;;;;;;;;;;;;;;;
D'Brickashaw Ferguson;;;11.698.666;11.698.666;5.588.666;4.451.666;9.859.166;6.566.666;6.000.000;5.397.500;3.975.000;2.350.000;;;;;;;;;;;;;;;
Dean Lowry;635.848;545.848;;;;;;;;;;;;;;;;;;;;;;;;;
Dean Marlowe;;373.823;440.000;;;;;;;;;;;;;;;;;;;;;;;;
DeAndra Cobb;;;;;;;;;;;;;148.823;;;;;;;;;;;;;;
DeAndre Coleman;;176.470;120.000;24.705;;;;;;;;;;;;;;;;;;;;;;;
DeAndre Elliot;366.333;453.333;;;;;;;;;;;;;;;;;;;;;;;;;
DeAndre Hopkins;18.000.000;2.426.678;2.080.010;1.733.341;1.386.673;;;;;;;;;;;;;;;;;;;;;;
DeAndre Houston-Carson;476.470;485.235;;;;;;;;;;;;;;;;;;;;;;;;;
DeAndre Levy;;7.650.000;4.400.000;3.250.000;2.000.000;1.927.000;683.566;608.566;513.566;;;;;;;;;;;;;;;;;;
DeAndre McDaniel;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
De'Andre Presley;;;;174.705;;137.506;;;;;;;;;;;;;;;;;;;;;
DeAndre Smelter;;52.940;480.128;;;;;;;;;;;;;;;;;;;;;;;;
DeAndre Washington;607.298;517.298;;;;;;;;;;;;;;;;;;;;;;;;;
DeAndre White;;;437.333;;;;;;;;;;;;;;;;;;;;;;;;
DeAndrew White;109.412;;;;;;;;;;;;;;;;;;;;;;;;;;
DeAngelo Hall;1.912.500;5.062.500;4.812.500;2.062.500;1.250.000;6.500.000;5.000.000;19.700.000;5.300.000;2.166.667;5.397.500;2.712.500;2.285.000;1.900.000;;;;;;;;;;;;;
De'Angelo Henderson;501.288;;;;;;;;;;;;;;;;;;;;;;;;;;
DeAngelo Smith;;;;;;470.580;;;358.500;;;;;;;;;;;;;;;;;;
Deangelo Tyson;;;;581.898;491.898;401.898;;;;;;;;;;;;;;;;;;;;;
DeAngelo Williams;;2.565.000;1.435.000;6.000.000;5.000.000;8.700.000;7.700.000;3.065.000;1.610.000;2.245.000;1.225.000;980.000;;;;;;;;;;;;;;;
Deante' Gray;348.666;;;;;;;;;;;;;;;;;;;;;;;;;;
De'Anthony Thomas;803.527;713.527;623.027;525.027;;;;;;;;;;;;;;;;;;;;;;;
Deatrich Wise;610.140;;;;;;;;;;;;;;;;;;;;;;;;;;
DeDe Lattimore;;;;296.470;;;;;;;;;;;;;;;;;;;;;;;
Dede Westbrook;551.981;;;;;;;;;;;;;;;;;;;;;;;;;;
Dedrick Epps;;;;;;465.000;405.000;;;;;;;;;;;;;;;;;;;;
Dee Ford;2.595.968;2.225.100;1.854.250;1.483.400;;;;;;;;;;;;;;;;;;;;;;;
Dee Milliner;;;3.453.010;2.877.505;2.302.000;;;;;;;;;;;;;;;;;;;;;;
Dee Webb;;;;;;;;;530.000;445.000;360.000;286.062;;;;;;;;;;;;;;;
DeForest Buckner;4.134.316;3.307.453;;;;;;;;;;;;;;;;;;;;;;;;;
Deion Branch;;;;;;115.625;2.400.000;5.470.000;7.540.000;6.760.000;5.980.000;3.500.000;660.000;585.000;505.000;430.000;;;;;;;;;;;
Deion Jones;1.033.099;826.479;;;;;;;;;;;;;;;;;;;;;;;;;
Deion Sanders;;;;;;;;;;;;;1.500.000;1.500.000;;5.714.285;3.200.000;2.200.000;;7.578.999;;2.192.000;1.878.000;1.134.000;2.387.666;;1.050.000
Deiondre' Hall;542.781;577.722;;;;;;;;;;;;;;;;;;;;;;;;;
Deiontrez Mount;253.232;92.646;389.449;;;;;;;;;;;;;;;;;;;;;;;;
Deji Karim;;;;;333.529;540.000;432.500;347.500;;;;;;;;;;;;;;;;;;;
Deji Olatoye;;185.294;179.117;;;;;;;;;;;;;;;;;;;;;;;;
Dejon Gomes;;;;;555.000;512.825;422.825;;;;;;;;;;;;;;;;;;;;
DeJuan Tribble;;;;;;;;;;88.400;;;;;;;;;;;;;;;;;
Dekoda Watson;1.533.333;600.000;43.823;411.765;645.455;505.455;420.455;335.455;;;;;;;;;;;;;;;;;;;
Delanie Walker;5.317.708;6.267.708;5.275.000;4.000.000;2.950.000;1.905.000;1.610.000;2.125.000;920.500;830.500;385.500;300.500;;;;;;;;;;;;;;;
Delano Hill;646.869;;;;;;;;;;;;;;;;;;;;;;;;;;
Delano Howell;;;;570.000;427.941;391.000;;;;;;;;;;;;;;;;;;;;;
Delone Carter;;;;;97.941;571.301;481.301;;;;;;;;;;;;;;;;;;;;
Deltha O'Neal;;;;;;;;;;1.000.000;2.971.250;3.871.250;1.921.250;650.000;1.170.000;1.090.000;1.070.000;1.181.000;;;;;;;;;
Delvin Breaux;619.000;529.000;439.000;;;;;;;;;;;;;;;;;;;;;;;;
Demar Dotson;4.300.000;4.250.000;2.500.000;2.000.000;2.000.000;1.000.000;450.000;240.000;310.000;;;;;;;;;;;;;;;;;;
DeMarco Cosby;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
DeMarco Murray;6.950.000;6.000.000;5.000.000;1.596.625;810.938;675.906;565.625;;;;;;;;;;;;;;;;;;;;
Demarco Sampson;;;;;;;386.475;;;;;;;;;;;;;;;;;;;;
Demarcus Ayers;;79.410;;;;;;;;;;;;;;;;;;;;;;;;;
Demarcus Dobbs;;;665.000;673.412;526.519;469.166;379.166;;;;;;;;;;;;;;;;;;;;
DeMarcus Lawrence;1.752.116;1.285.201;1.251.511;1.001.209;;;;;;;;;;;;;;;;;;;;;;;
DeMarcus Love;;;;;;328.619;400.775;;;;;;;;;;;;;;;;;;;;
Demarcus Robinson;678.293;579.293;;;;;;;;;;;;;;;;;;;;;;;;;
DeMarcus Van Dyke;;;;;;465.000;522.844;;;;;;;;;;;;;;;;;;;;
DeMarcus Walker;922.520;;;;;;;;;;;;;;;;;;;;;;;;;;
DeMarcus Ware;;8.010.418;8.666.666;9.666.666;8.593.750;7.546.750;6.488.000;11.800.000;10.005.000;2.515.000;2.520.000;2.140.000;1.680.000;;;;;;;;;;;;;;
Demario Davis;2.225.000;3.200.000;1.686.490;764.490;664.490;534.490;;;;;;;;;;;;;;;;;;;;;
DeMario Minter;;;;;;;;;;;;316.375;;;;;;;;;;;;;;;
DeMario Pressley;;;;;;540.000;;516.333;431.333;341.333;;;;;;;;;;;;;;;;;
Demaryius Thomas;12.033.333;15.200.000;13.200.000;4.700.000;2.592.750;3.660.250;2.161.250;1.310.000;;;;;;;;;;;;;;;;;;;
DeMeco Ryans;;;3.000.000;6.900.000;6.700.000;4.550.000;3.050.000;8.250.000;1.746.250;1.276.250;1.296.250;1.281.250;;;;;;;;;;;;;;;
Demetress Bell;;;;;;3.250.000;569.125;484.125;399.125;309.125;;;;;;;;;;;;;;;;;
Demetri Goodson;25.788;484.611;535.788;445.788;;;;;;;;;;;;;;;;;;;;;;;
Demetrious Cox;396.171;;;;;;;;;;;;;;;;;;;;;;;;;;
Demetrius Harris;1.550.000;950.000;510.000;371.824;;;;;;;;;;;;;;;;;;;;;;;
Demetrius McCray;;;601.741;511.741;421.741;;;;;;;;;;;;;;;;;;;;;;
Demetrius Rhaney;217.058;611.474;446.474;314.474;;;;;;;;;;;;;;;;;;;;;;;
Demetrius Williams;;;;;;;;1.176.000;1.010.000;556.667;471.667;386.667;;;;;;;;;;;;;;;
Demontre Hurst;;352.941;120.000;370.588;;;;;;;;;;;;;;;;;;;;;;;
Demorrio Williams;;;;;;540.000;2.300.000;1.850.000;2.500.000;1.600.000;1.300.000;540.118;420.118;460.478;;;;;;;;;;;;;
Denard Robinson;;728.403;638.403;527.579;458.403;;;;;;;;;;;;;;;;;;;;;;
Denarius Moore;;;;1.478.513;602.513;512.513;422.513;;;;;;;;;;;;;;;;;;;;
Denico Autry;1.797.000;600.000;510.000;247.058;;;;;;;;;;;;;;;;;;;;;;;
Dennis Dixon;;;;;;;1.200.000;513.333;428.333;338.333;;;;;;;;;;;;;;;;;
Dennis Johnson;;;;;214.411;;;;;;;;;;;;;;;;;;;;;;
Dennis Kelly;1.013.333;760.000;707.200;617.200;527.200;437.200;;;;;;;;;;;;;;;;;;;;;
Dennis Keyes;;;;;;;;;;301.250;;;;;;;;;;;;;;;;;
Dennis Landolt;;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Dennis Parks;;333.000;;;;;;;;;;;;;;;;;;;;;;;;;
Dennis Pitta;;3.200.000;6.200.000;3.200.000;2.023.000;663.667;573.667;443.667;;;;;;;;;;;;;;;;;;;
Dennis Roland;;;;;130.588;765.000;;470.000;;;;;;;;;;;;;;;;;;;
Denver Kirkland;363.000;370.580;;;;;;;;;;;;;;;;;;;;;;;;;
Denzel Perryman;1.302.673;1.085.562;868.449;;;;;;;;;;;;;;;;;;;;;;;;
Denzel Rice;;123.528;435.000;;;;;;;;;;;;;;;;;;;;;;;;
Denzell Good;628.196;538.196;448.196;;;;;;;;;;;;;;;;;;;;;;;;
Deon Anderson;;;;;;;;;483.062;393.062;308.062;;;;;;;;;;;;;;;;
Deon Bush;671.554;581.554;;;;;;;;;;;;;;;;;;;;;;;;;
Deon Butler;;;;;;108.530;695.187;565.187;480.187;;;;;;;;;;;;;;;;;;
Deon Grant;;;;;;;;;3.916.667;3.646.667;1.511.667;3.483.334;2.183.333;1.583.333;583.000;583.000;500.000;418.000;;;;;;;;;
Deon King;;185.290;;;;;;;;;;;;;;;;;;;;;;;;;
Deon Lacey;273.530;;;;;;;;;;;;;;;;;;;;;;;;;;
Deon Simon;36.176;525.000;;;;;;;;;;;;;;;;;;;;;;;;;
De'Ondre Wesley;;525.000;255.882;;;;;;;;;;;;;;;;;;;;;;;;
Deone Bucannon;2.452.928;2.102.510;1.752.091;1.401.673;;;;;;;;;;;;;;;;;;;;;;;
Deontae Skinner;289.411;123.529;;;;;;;;;;;;;;;;;;;;;;;;;
Deonte Thompson;397.471;680.000;310.588;100.588;481.333;391.333;;;;;;;;;;;;;;;;;;;;;
De'Quan Menzie;;;;;;438.613;;;;;;;;;;;;;;;;;;;;;
Derek Abney;;;;;;;;;;;;;305.000;143.333;;;;;;;;;;;;;
Derek Anderson;2.243.750;1.950.000;1.764.000;1.100.000;555.000;555.000;5.387.500;2.097.500;8.833.333;3.333.333;435.000;350.000;201.250;;;;;;;;;;;;;;
Derek Barnett;2.336.504;;;;;;;;;;;;;;;;;;;;;;;;;;
Derek Brown;;;;;;;;;;;;;;;;;;;;320.520;;662.500;562.500;1.032.500;887.500;;
Derek Carr;15.731.691;1.465.037;1.220.864;976.691;;;;;;;;;;;;;;;;;;;;;;;
Derek Carrier;1.000.000;900.000;585.000;495.000;166.765;;;;;;;;;;;;;;;;;;;;;;
Derek Chard;;;;;;;375.333;;;;;;;;;;;;;;;;;;;;
Derek Cox;;;;;2.100.000;1.468.250;733.250;603.250;518.250;;;;;;;;;;;;;;;;;;
Derek Fine;;;;;;;;;484.500;394.500;;;;;;;;;;;;;;;;;
Derek Hagan;;;;570.000;;540.000;;1.176.000;750.000;621.750;536.750;451.750;;;;;;;;;;;;;;;
Derek Hall;;;;;;;96.900;;;;;;;;;;;;;;;;;;;;
Derek Hardman;;;;;;540.000;405.000;390.000;;;;;;;;;;;;;;;;;;;
Derek Landri;;;;;1.250.000;1.100.000;401.741;550.000;460.000;408.750;323.750;;;;;;;;;;;;;;;;
Derek Moye;;;;;405.000;;;;;;;;;;;;;;;;;;;;;;
Derek Newton;3.000.000;5.500.000;4.500.000;1.446.064;570.064;480.064;390.064;;;;;;;;;;;;;;;;;;;;
Derek Rivers;548.724;;;;;;;;;;;;;;;;;;;;;;;;;;
Derek Schouman;;;;;;;685.000;421.000;57.500;370.000;160.312;;;;;;;;;;;;;;;;
Derek Sherrod;;;;;1.800.546;1.500.455;1.200.364;;;;;;;;;;;;;;;;;;;;
Derek Stanley;;;;;;;;;57.500;;;;;;;;;;;;;;;;;;
Derek Watt;572.420;482.420;;;;;;;;;;;;;;;;;;;;;;;;;
Derek Wolfe;7.862.500;6.800.000;1.397.881;1.420.036;1.183.363;946.691;;;;;;;;;;;;;;;;;;;;;
Derrick Brooks;;;;;;;;;;3.750.000;3.750.000;6.907.083;9.657.083;4.907.083;3.812.083;3.933.333;2.633.333;3.270.000;;1.367.500;;762.500;660.000;;;;
Derrick Coleman;690.000;;585.000;495.000;405.000;;;;;;;;;;;;;;;;;;;;;;
Derrick Dockery;;;;;;825.000;;4.160.000;3.200.000;6.350.000;6.750.000;1.694.000;501.000;426.000;346.000;;;;;;;;;;;;
Derrick Harvey;;;;;;;650.000;3.125.000;7.627.500;2.090.000;;;;;;;;;;;;;;;;;
Derrick Henry;1.229.074;983.259;;;;;;;;;;;;;;;;;;;;;;;;;
Derrick Johnson;3.500.000;3.500.000;5.250.000;4.550.000;3.500.000;3.250.000;3.400.000;10.475.000;2.965.000;2.210.000;2.130.000;1.775.000;1.920.000;;;;;;;;;;;;;;
Derrick Jones;501.261;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Derrick Kindred;664.839;574.839;;;;;;;;;;;;;;;;;;;;;;;;;
Derrick Martin;;;;;228.529;540.000;525.000;872.500;535.000;433.837;376.650;291.650;;;;;;;;;;;;;;;
Derrick Mason;;;;;;;642.353;3.500.000;4.400.000;4.400.000;4.400.000;4.400.000;2.400.000;6.135.833;2.815.833;2.962.500;1.100.000;472.000;;261.000;;;;;;;
Derrick Mathews;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Derrick Morgan;7.968.750;6.312.500;4.000.000;3.541.668;2.521.668;2.086.668;4.511.668;1.446.668;;;;;;;;;;;;;;;;;;;
Derrick Pope;;;;;;;;;;;520.725;435.725;315.725;240.725;;;;;;;;;;;;;
Derrick Shelby;4.250.000;2.250.000;2.356.000;573.334;483.333;393.333;;;;;;;;;;;;;;;;;;;;;
Derrick Ward;;;;;;;1.750.000;630.000;3.750.000;1.400.000;850.000;425.000;305.000;73.950;;;;;;;;;;;;;
Derrick Williams;;;;;;;670.333;585.333;500.333;;;;;;;;;;;;;;;;;;
Derron Smith;289.411;554.658;464.658;;;;;;;;;;;;;;;;;;;;;;;;
Des Lawrence;349.666;;;;;;;;;;;;;;;;;;;;;;;;;;
DeSean Jackson;12.500.000;9.250.000;9.250.000;4.250.000;9.000.000;3.000.000;938.250;818.250;1.114.585;633.250;;;;;;;;;;;;;;;;;
Deshaun Watson;2.457.014;;;;;;;;;;;;;;;;;;;;;;;;;;
Deshawn Shead;1.200.000;600.000;660.000;570.000;141.176;390.000;;;;;;;;;;;;;;;;;;;;;
DeShawn Williams;;132.350;;;;;;;;;;;;;;;;;;;;;;;;;
DeShawn Wynn;;;;;;;;170.312;172.500;;297.726;;;;;;;;;;;;;;;;
Deshazor Everett;615.000;525.000;358.235;;;;;;;;;;;;;;;;;;;;;;;;
DeShone Kizer;899.712;;;;;;;;;;;;;;;;;;;;;;;;;;
Desmond Bishop;;;;67.058;850.000;4.001.000;3.431.750;1.373.550;483.550;393.550;308.550;;;;;;;;;;;;;;;;
Desmond Bryant;;2.250.000;7.000.000;4.000.000;8.000.000;1.927.000;;400.000;315.000;;;;;;;;;;;;;;;;;;
Desmond King;534.998;;;;;;;;;;;;;;;;;;;;;;;;;;
Desmond Trufant;4.526.000;2.598.303;2.227.117;1.855.870;1.484.745;;;;;;;;;;;;;;;;;;;;;;
Desmond Wynn;;;;;;395.000;;;;;;;;;;;;;;;;;;;;;
Destiny Vaeao;542.666;452.666;;;;;;;;;;;;;;;;;;;;;;;;;
Deuce McAllister;;;;;;;;;;4.300.000;5.900.000;5.910.000;2.660.000;1.180.000;1.110.000;1.030.000;960.000;;;;;;;;;;
DeVante Bausby;;;51.176;;;;;;;;;;;;;;;;;;;;;;;;
Devante Bond;501.176;382.936;;;;;;;;;;;;;;;;;;;;;;;;;
Devante Harris;;451.333;;;;;;;;;;;;;;;;;;;;;;;;;
Devante Mays;483.759;;;;;;;;;;;;;;;;;;;;;;;;;;
DeVante Parker;2.966.330;2.471.942;1.977.553;;;;;;;;;;;;;;;;;;;;;;;;
Devard Darling;;;;;;;;;;1.933.333;850.000;590.000;470.000;300.000;;;;;;;;;;;;;
Devaroe Lawrence;348.500;;;;;;;;;;;;;;;;;;;;;;;;;;
De'Veon Smith;136.765;;;;;;;;;;;;;;;;;;;;;;;;;;
Deveron Carr;;;;;381.176;;;;;;;;;;;;;;;;;;;;;;
Devery Henderson;;;;;;3.625.000;3.225.000;2.775.000;2.375.000;2.000.000;863.750;778.750;658.750;578.750;;;;;;;;;;;;;
DeVier Posey;;;;801.023;681.023;561.023;;;;;;;;;;;;;;;;;;;;;
Devin Aromashodu;;;;;;540.000;525.000;545.000;460.000;370.000;;;;;;;;;;;;;;;;;
Devin Chappell;350.666;;;;;;;;;;;;;;;;;;;;;;;;;;
Devin Fuller;366.446;351.446;;;;;;;;;;;;;;;;;;;;;;;;;
Devin Funchess;1.505.697;1.254.747;1.003.797;;;;;;;;;;;;;;;;;;;;;;;;
Devin Hester;;;3.708.333;1.833.333;2.940.856;2.729.333;2.666.833;6.833.333;1.800.000;1.695.000;1.600.000;1.525.000;;;;;;;;;;;;;;;
Devin Holland;;;;;;;375.833;;;;;;;;;;;;;;;;;;;;
Devin McCourty;10.935.000;5.132.500;6.000.000;5.115.000;1.845.000;1.735.000;3.135.000;1.300.000;;;;;;;;;;;;;;;;;;;
Devin Moore;;;;;;;;80.000;;;;;;;;;;;;;;;;;;;
Devin Smith;1.601.569;1.334.641;1.047.064;;;;;;;;;;;;;;;;;;;;;;;;
Devin Street;;105.882;560.493;470.493;;;;;;;;;;;;;;;;;;;;;;;
Devin Taylor;;750.146;660.146;570.146;480.146;;;;;;;;;;;;;;;;;;;;;;
Devin Thomas;;;;;;700.000;725.000;669.000;951.000;839.500;;;;;;;;;;;;;;;;;
Devon Johnson;;333.000;;;;;;;;;;;;;;;;;;;;;;;;;
Devon Kennard;1.833.140;636.140;535.728;456.140;;;;;;;;;;;;;;;;;;;;;;;
Devon Still;;675.000;;536.471;856.619;735.164;;;;;;;;;;;;;;;;;;;;;
Devon Wylie;;;;;;503.850;;;;;;;;;;;;;;;;;;;;;
De'Vondre Campbell;681.382;591.382;;;;;;;;;;;;;;;;;;;;;;;;;
Devonta Freeman;4.418.106;721.106;631.106;541.106;;;;;;;;;;;;;;;;;;;;;;;
Devonta Glover-Wright;;;76.764;;;;;;;;;;;;;;;;;;;;;;;;
Devontae Booker;635.848;545.848;;;;;;;;;;;;;;;;;;;;;;;;;
DeVonte Holloman;;;;344.055;431.055;;;;;;;;;;;;;;;;;;;;;;
Dewayne Robertson;;;;;;;;;;3.900.000;8.095.237;8.713.892;3.047.237;2.611.487;2.175.053;;;;;;;;;;;;
Dewey McDonald;690.000;600.000;30.000;321.176;;;;;;;;;;;;;;;;;;;;;;;
Dexter Carter;;;;;;;;;;;;;;;;;;;;;;91.666;200.000;638.000;588.000;;488.000
Dexter Davis;;;;;;501.898;461.898;331.898;;;;;;;;;;;;;;;;;;;
Dexter Heyman;;;;;;390.333;;;;;;;;;;;;;;;;;;;;;
Dexter Jackson;;;;;;;;470.000;385.000;984.500;;;;;;;;;;;;;;;;;
Dexter McCluster;;670.588;3.350.000;2.050.000;1.400.000;1.100.000;1.920.000;880.000;;;;;;;;;;;;;;;;;;;
Dexter McCoil;381.180;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Dexter McDonald;629.212;539.212;449.212;;;;;;;;;;;;;;;;;;;;;;;;
Dexter McDougle;;282.352;674.719;452.719;;;;;;;;;;;;;;;;;;;;;;;
Dexter Wynn;;;;;;;;;;605.000;510.000;425.000;325.750;250.750;;;;;;;;;;;;;
Deyshawn Bond;376.529;;;;;;;;;;;;;;;;;;;;;;;;;;
Dez Bryant;17.000.000;13.000.000;7.000.000;3.148.500;2.197.500;4.160.500;1.752.500;1.280.000;;;;;;;;;;;;;;;;;;;
Dezman Moses;;;585.000;570.000;480.000;391.166;;;;;;;;;;;;;;;;;;;;;
Dezmen Southward;;;;592.708;;;;;;;;;;;;;;;;;;;;;;;
Dezmin Lewis;;154.411;51.176;;;;;;;;;;;;;;;;;;;;;;;;
Dezmon Briscoe;;;;;630.000;540.000;405.000;94.117;;;;;;;;;;;;;;;;;;;
Dillon Farrell;;;;421.666;;;;;;;;;;;;;;;;;;;;;;;
Dillon Gordon;;453.333;;;;;;;;;;;;;;;;;;;;;;;;;
Dimitri Nance;;;;;;;;301.176;;;;;;;;;;;;;;;;;;;
Dimitri Patterson;;;;;4.600.000;4.050.000;3.600.000;660.000;555.000;448.750;363.750;;;;;;;;;;;;;;;;
Dion Bailey;;;358.235;;;;;;;;;;;;;;;;;;;;;;;;
Dion Dawkins;760.589;;;;;;;;;;;;;;;;;;;;;;;;;;
Dion Jordan;365.976;3.068.923;5.267.276;4.471.698;3.740.420;;;;;;;;;;;;;;;;;;;;;;
Dion Lewis;1.487.500;1.087.500;785.000;;555.000;512.220;422.220;;;;;;;;;;;;;;;;;;;;
Dion Sims;5.333.333;1.787.888;701.888;611.888;521.888;;;;;;;;;;;;;;;;;;;;;;
D'Joun Smith;;61.764;582.152;;;;;;;;;;;;;;;;;;;;;;;;
Dom DeCicco;;;;570.000;;465.000;375.000;;;;;;;;;;;;;;;;;;;;
Domata Peko;3.300.000;3.725.000;3.700.000;5.900.000;5.100.000;4.575.000;4.500.000;4.150.000;4.501.750;1.751.750;461.750;376.750;;;;;;;;;;;;;;;
Domenik Hixon;;;;;1.162.500;615.000;850.000;1.684.000;530.000;445.000;360.000;370.750;;;;;;;;;;;;;;;
Dominic Alford;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Dominic Furio;;;;;;;;;;;460.000;385.000;305.000;238.333;;;;;;;;;;;;;
Dominic Raiola;;;;1.500.000;3.262.500;5.412.500;4.412.500;3.412.500;4.970.000;4.270.000;3.420.000;2.870.000;1.420.000;806.333;740.333;651.333;530.000;;;;;;;;;;
Dominic Rhodes;;;;;;;;310.882;;435.000;2.000.000;3.035.000;1.750.000;628.000;392.334;303.333;212.333;;;;;;;;;;
Dominique Byrd;;;;;;;;;;;515.333;430.333;;;;;;;;;;;;;;;
Dominique Curry;;;;;;;450.000;225.000;;;;;;;;;;;;;;;;;;;
Dominique Davis;;;;;480.666;390.666;;;;;;;;;;;;;;;;;;;;;
Dominique Easley;1.797.000;600.000;1.659.898;1.327.918;;;;;;;;;;;;;;;;;;;;;;;
Dominique Edison;;;;;;;;;310.000;;;;;;;;;;;;;;;;;;
Dominique Franks;;;;;630.000;540.000;457.762;372.762;;;;;;;;;;;;;;;;;;;
Dominique Hamilton;;;;49.411;;;;;;;;;;;;;;;;;;;;;;;
Dominique Jones;;516.178;;67.059;480.000;;;;;;;;;;;;;;;;;;;;;;
Dominique Rodgers-Cromartie;8.589.411;8.000.000;7.250.000;2.750.000;2.900.000;2.063.750;1.050.000;1.890.000;3.745.000;1.385.000;;;;;;;;;;;;;;;;;
Dominique Williams;353.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominque Alexander;410.481;455.833;;;;;;;;;;;;;;;;;;;;;;;;;
Domonique Foxworth;;;;;;;7.400.000;6.200.000;5.000.000;927.000;578.433;493.433;373.433;;;;;;;;;;;;;;
Domonique Johnson;;;;;;637.500;;;;;;;;;;;;;;;;;;;;;
Don Barclay;410.294;700.000;1.542.000;570.833;480.833;390.833;;;;;;;;;;;;;;;;;;;;;
Don Carey;1.162.500;1.197.500;995.000;930.000;1.030.000;590.000;500.000;320.000;310.000;;;;;;;;;;;;;;;;;;
Don Jackson;;291.170;;;;;;;;;;;;;;;;;;;;;;;;;
Don Jones;981.250;436.764;412.941;145.588;416.474;;;;;;;;;;;;;;;;;;;;;;
Don Muhlbach;695.000;680.000;665.000;635.000;620.000;605.000;880.000;780.000;755.000;710.000;615.000;425.000;305.000;108.235;;;;;;;;;;;;;
Donald Brown;;;2.294.118;1.833.333;2.720.000;1.880.000;3.255.000;1.410.000;1.170.000;;;;;;;;;;;;;;;;;;
Donald Butler;;564.705;5.480.000;2.980.000;1.525.125;692.125;607.125;427.125;;;;;;;;;;;;;;;;;;;
Donald Driver;;;;;;2.300.000;5.600.000;7.600.000;4.500.000;3.500.000;3.916.667;4.416.667;1.866.667;1.236.667;2.196.667;1.179.667;399.667;285.667;;;;;;;;;
Donald Hawkins;;61.764;;420.000;;;;;;;;;;;;;;;;;;;;;;;
Donald Jones;;;;;;543.334;408.334;323.334;;;;;;;;;;;;;;;;;;;
Donald Lee;;;;;;;850.000;2.750.000;2.550.000;2.350.000;595.000;533.250;413.250;338.250;258.250;;;;;;;;;;;;
Donald Payne;465.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Donald Penn;7.150.000;6.100.000;5.400.000;5.000.000;6.333.333;6.433.333;8.533.333;4.833.333;2.792.000;445.000;360.000;275.000;;;;;;;;;;;;;;;
Donald Stephenson;4.250.000;4.000.000;844.375;620.257;664.375;549.375;;;;;;;;;;;;;;;;;;;;;
Donald Thomas;;;;3.750.000;2.750.000;750.000;525.000;470.000;331.343;316.343;;;;;;;;;;;;;;;;;
Donald Washington;;;;;;;654.946;524.946;439.946;;;;;;;;;;;;;;;;;;
Donatello Brown;246.177;;;;;;;;;;;;;;;;;;;;;;;;;;
Donavan Clark;369.524;354.524;;;;;;;;;;;;;;;;;;;;;;;;;
Donavin Newsom;349.666;;;;;;;;;;;;;;;;;;;;;;;;;;
Donavon Kemp;;;;;;390.500;;;;;;;;;;;;;;;;;;;;;
Donnel Pumphrey;498.845;;;;;;;;;;;;;;;;;;;;;;;;;;
Donnie Avery;;;;2.850.000;1.800.000;665.000;1.094.750;1.003.500;912.250;751.000;;;;;;;;;;;;;;;;;
Donnie Fletcher;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Donnie Jones;1.375.000;2.208.334;2.083.333;1.333.333;620.000;890.000;1.335.000;1.335.000;1.242.280;935.000;745.000;;;;;;;;;;;;;;;;
Donovan Darius;;;;;;;;;;;;3.125.000;4.593.000;;3.043.000;1.431.000;1.261.000;1.132.000;;780.000;;;;;;;
Donovan McNabb;;;;;;;5.050.000;16.387.500;13.404.166;9.395.237;8.595.237;8.595.237;8.709.522;8.709.522;7.542.856;5.431.091;2.003.285;1.889.285;;;;;;;;;
Donovan Smith;1.655.144;1.379.286;1.103.429;;;;;;;;;;;;;;;;;;;;;;;;
Donovan Warren;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Donovan Woods;;;;;;;;472.500;;156.176;;;;;;;;;;;;;;;;;
